No,carat,depth,table,x,y,z
1811,1.01,66.1,58,6.21,6.04,4.05
1812,1.01,68.1,59,6.14,6.11,4.17
1813,0.78,60.9,57,5.93,5.97,3.62
1814,0.65,59.9,58,5.63,5.69,3.39
1815,0.61,60.8,56,5.5,5.47,3.34
1816,0.78,61.7,56,5.9,5.93,3.65
1817,0.76,62.4,54,5.84,5.86,3.65
1818,0.9,61.5,61,6.13,6.16,3.78
1819,0.92,60.2,61,6.27,6.32,3.79
1820,0.57,61.1,55,5.36,5.44,3.3
1821,0.76,59.9,61,5.89,5.98,3.56
1822,0.9,60.7,58,6.17,6.21,3.76
1823,0.82,64.9,58,5.82,5.77,3.76
1824,0.91,63.9,56,6.11,6.06,3.89
1825,0.79,61.4,59,5.96,5.89,3.64
1826,0.91,61.6,58,6.28,6.23,3.85
1827,0.72,62.1,59,5.69,5.74,3.55
1828,0.81,62.9,56,5.87,5.9,3.7
1829,0.71,61.8,56,5.74,5.78,3.56
1830,1.03,62.4,57,6.41,6.45,4.01
1831,0.9,63.6,57,6.1,6.04,3.86
1832,0.74,62.4,57,5.76,5.81,3.61
1833,0.7,61.1,55,5.72,5.77,3.51
1834,0.71,63.3,56,5.64,5.68,3.58
1835,0.9,63.8,56,6.11,6.14,3.91
1836,0.71,61.5,55,5.75,5.79,3.55
1837,0.91,57.9,60,6.46,6.39,3.72
1838,0.71,62.8,57,5.67,5.57,3.53
1839,0.7,58.7,60,5.8,5.75,3.39
1840,0.72,61.5,56.5,5.76,5.79,3.55
1841,0.9,65.7,63,6.01,5.96,3.93
1842,0.71,62.2,59,5.71,5.61,3.52
1843,0.71,62,61,5.71,5.65,3.52
1844,0.93,60.3,58,6.37,6.31,3.82
1845,0.7,62.2,57,5.63,5.68,3.52
1846,0.7,62.5,56,5.64,5.68,3.54
1847,0.7,59.4,61,5.79,5.83,3.45
1848,0.71,63.3,59,5.64,5.68,3.58
1849,0.76,61.7,62,5.85,5.82,3.6
1850,0.7,61.4,56,5.72,5.75,3.52
1851,0.7,61.6,55,5.72,5.75,3.53
1852,0.8,61.4,56,5.99,5.93,3.66
1853,0.72,63,58,5.69,5.73,3.6
1854,0.7,61.5,56,5.7,5.75,3.52
1855,0.65,61.5,55,5.6,5.62,3.45
1856,0.85,61.4,60,6.05,6.13,3.74
1857,0.77,61.4,56,5.9,5.93,3.63
1858,0.71,62,57,5.7,5.75,3.55
1859,0.71,62.1,57,5.73,5.76,3.57
1860,0.8,62.5,56,5.94,5.99,3.73
1861,0.8,61.8,59,5.94,5.96,3.68
1862,0.73,63.1,55,5.77,5.71,3.62
1863,0.9,63.7,62,6.01,6.07,3.85
1864,0.78,62.7,55,5.87,5.9,3.69
1865,0.7,63.4,60,5.63,5.66,3.58
1866,0.7,62.6,56,5.65,5.69,3.55
1867,0.85,60,57,6.1,6.16,3.68
1868,0.8,62.9,56,5.88,5.95,3.72
1869,0.8,62.6,59,5.84,5.91,3.68
1870,0.92,59,63,6.3,6.35,3.73
1871,0.8,62.1,56,6.01,5.85,3.68
1872,0.82,61.6,56,6.05,6.01,3.72
1873,0.71,62.7,61,5.64,5.68,3.55
1874,0.7,63.1,56,5.64,5.67,3.57
1875,0.79,58.5,61,6.03,6.08,3.54
1876,0.7,61.6,55,5.72,5.75,3.53
1877,0.75,61.6,55,5.86,5.89,3.62
1878,0.71,62.2,57,5.69,5.73,3.55
1879,0.62,61.9,59,5.62,5.5,3.44
1880,1.03,60.8,57,6.55,6.51,3.97
1881,0.7,58,65,5.81,5.73,3.39
1882,0.78,61.7,58,5.87,5.92,3.64
1883,0.9,67,56,5.91,5.83,3.93
1884,0.77,61.4,55,5.89,5.93,3.63
1885,0.9,63.7,56,6.1,6.06,3.87
1886,0.72,61.8,58,5.73,5.76,3.55
1887,0.72,62.6,59,5.69,5.72,3.57
1888,0.71,61.4,56,5.71,5.73,3.51
1889,0.7,62.4,57,5.64,5.67,3.53
1890,0.72,62.2,57,5.72,5.75,3.57
1891,0.76,61.7,56,5.87,5.9,3.63
1892,0.76,62.8,57,5.81,5.85,3.66
1893,0.79,62.9,55,5.93,5.86,3.71
1894,0.79,60.4,59,5.97,5.99,3.61
1895,0.79,63.7,58,5.79,5.85,3.71
1896,0.73,62.7,56,5.75,5.8,3.62
1897,0.71,64.7,58,5.61,5.58,3.62
1898,0.71,60.3,62,5.76,5.69,3.45
1899,0.75,63.6,58,5.65,5.77,3.63
1900,0.72,62.5,59,5.7,5.73,3.57
1901,0.83,62.7,56,6.01,5.98,3.76
1902,0.76,61.3,56,5.79,5.83,3.56
1903,0.94,63.8,60,6.21,6.14,3.94
1904,0.91,62.5,66,6.08,6.01,3.78
1905,1,62.3,58,6.33,6.38,3.96
1906,1,61.3,57,6.41,6.44,3.94
1907,1,66.6,57,6.07,6.03,4.03
1908,1,59.4,60,6.49,6.4,3.83
1909,1,62.8,60,6.46,6.34,4.02
1910,0.82,61.1,60,6.02,5.96,3.66
1911,0.71,61.8,55,5.75,5.78,3.56
1912,0.71,61.8,55,5.73,5.75,3.55
1913,0.79,63.2,57,5.81,5.86,3.69
1914,0.75,62.1,57,5.8,5.82,3.61
1915,0.79,62,55,5.93,5.95,3.68
1916,0.71,62.2,57,5.74,5.7,3.56
1917,0.8,63.5,58,5.89,5.85,3.73
1918,0.91,63.4,55,6.18,6.15,3.91
1919,0.6,62.5,53.7,5.35,5.43,3.38
1920,0.6,62,53.7,5.4,5.44,3.36
1921,0.7,57.7,60,5.83,5.86,3.37
1922,0.91,63.5,55,6.22,6.12,3.92
1923,0.71,58.6,62,5.88,5.82,3.43
1924,0.86,61.3,59,6.17,6.1,3.76
1925,0.8,61,56,6.05,5.98,3.67
1926,0.8,60.1,58,6.07,6.05,3.64
1927,0.8,61.1,58,5.94,5.9,3.62
1928,0.92,62.1,60,6.21,6.26,3.87
1929,0.72,63.2,57,5.69,5.73,3.61
1930,1.01,59.4,62,6.47,6.43,3.83
1931,0.71,61.8,55,5.72,5.74,3.54
1932,0.72,61,59,5.73,5.78,3.51
1933,0.81,62.9,59,5.95,5.84,3.71
1934,0.53,61.8,55,5.19,5.24,3.22
1935,0.61,62.2,56,5.43,5.47,3.39
1936,0.85,62,54,6.08,6.11,3.78
1937,0.75,62.6,58,5.73,5.78,3.6
1938,0.9,64.1,57,6.09,6.07,3.9
1939,0.9,63.4,62,6.02,6,3.81
1940,0.9,60.7,61,6.22,6.16,3.76
1941,0.9,59.5,61,6.3,6.24,3.73
1942,0.9,64.5,55,6.12,6.03,3.92
1943,0.9,65.8,58,6.02,5.98,3.95
1944,0.9,63,57,6.08,6.05,3.82
1945,0.81,61.6,56,6.03,5.98,3.7
1946,0.81,61.2,60,6,5.99,3.67
1947,0.9,63.1,54,6.2,6.17,3.9
1948,1.02,64.5,56,6.28,6.25,4.04
1949,0.72,62.4,56,5.76,5.72,3.58
1950,0.75,63.9,56,5.73,5.75,3.67
1951,0.84,59.2,59,6.19,6.14,3.65
1952,0.75,61.8,55,5.85,5.87,3.62
1953,0.7,63.9,58,5.58,5.62,3.58
1954,0.7,63.2,60,5.56,5.61,3.53
1955,0.91,63,57,6.1,6.19,3.87
1956,0.7,64.1,59,5.49,5.56,3.54
1957,0.76,62.4,57,5.83,5.87,3.65
1958,0.74,61.9,56,5.84,5.79,3.6
1959,1.01,63.7,60,6.4,6.29,4.05
1960,1.01,63.3,53,6.35,6.31,4.01
1961,0.79,60.7,60,5.95,5.97,3.62
1962,0.77,61.3,56,5.87,5.91,3.61
1963,0.73,61.4,57,5.74,5.79,3.54
1964,0.73,60.9,57,5.81,5.85,3.55
1965,0.73,60.6,57,5.84,5.87,3.55
1966,0.73,61.9,55,5.76,5.8,3.58
1967,0.73,61.2,57,5.79,5.86,3.56
1968,0.73,61.7,57,5.78,5.81,3.57
1969,0.71,62.5,57,5.71,5.68,3.56
1970,0.58,61.7,55,5.36,5.39,3.31
1971,0.87,62.2,56,6.03,6.13,3.78
1972,0.71,58.1,62,5.89,5.84,3.41
1973,0.72,60.8,57,5.79,5.82,3.53
1974,0.92,60.9,62,6.31,6.26,3.83
1975,1.2,60.3,58,6.82,6.77,4.1
1976,0.8,62.9,60,5.89,5.87,3.7
1977,0.98,63.4,57,6.41,6.32,4.04
1978,0.7,60.7,58,5.7,5.73,3.47
1979,0.7,61.6,58,5.66,5.7,3.5
1980,0.7,62.3,55,5.67,5.7,3.54
1981,0.8,63.1,58,5.89,5.93,3.73
1982,0.7,62,57,5.68,5.71,3.53
1983,0.7,61.9,57,5.69,5.72,3.53
1984,0.72,62.1,57,5.76,5.74,3.57
1985,0.71,62.5,57,5.7,5.73,3.57
1986,0.7,63.4,57,5.63,5.67,3.58
1987,0.81,62.3,59,5.93,5.98,3.71
1988,0.94,62.3,59,6.32,6.23,3.91
1989,0.9,62.4,56,6.13,6.05,3.8
1990,0.71,63.1,59,5.64,5.67,3.57
1991,0.71,63,58,5.65,5.68,3.57
1992,0.77,63.1,57,5.83,5.86,3.69
1993,0.91,62.1,56,6.26,6.21,3.87
1994,0.81,61.3,56,6.23,6.27,3.83
1995,0.81,60.3,59,5.98,6.05,3.63
1996,0.52,61.8,55,5.19,5.2,3.21
1997,0.53,61.6,55,5.21,5.27,3.23
1998,1.29,64.2,54,6.93,6.83,4.42
1999,0.9,60.4,58,6.25,6.31,3.79
2000,0.72,61.8,57,5.76,5.73,3.55
2001,0.94,63,59,6.16,6.1,3.86
2002,0.93,62.3,57,6.2,6.22,3.87
2003,0.74,61.5,54,5.84,5.86,3.6
2004,0.81,62.1,55,5.94,5.98,3.7
2005,0.71,62.2,59,5.79,5.76,3.59
2006,0.72,60.5,57,5.85,5.89,3.55
2007,0.9,62.6,55,6.11,6.13,3.83
2008,0.72,61.3,56,5.77,5.82,3.55
2009,0.9,62.6,54,6.16,6.23,3.88
2010,0.83,61.9,53,6.04,6.08,3.75
2011,0.66,61.6,57,5.57,5.64,3.45
2012,0.71,62.2,56,5.7,5.75,3.56
2013,0.78,61.8,59,5.93,5.88,3.65
2014,0.81,63.6,57,5.87,5.9,3.74
2015,0.71,63.3,58,5.67,5.64,3.58
2016,0.9,55.9,62,6.35,6.42,3.57
2017,0.9,64.7,58,5.94,6.03,3.87
2018,0.9,62.8,55,6.19,6.14,3.87
2019,0.7,62.6,59,5.66,5.62,3.53
2020,0.78,61.9,56,5.91,5.94,3.67
2021,0.78,60.7,56,5.97,6.03,3.64
2022,0.9,59.5,63,6.31,6.26,3.74
2023,0.9,62.4,61,6.11,6.03,3.79
2024,0.9,61.1,63,6.19,6.12,3.76
2025,1.52,57.3,58,7.53,7.42,4.28
2026,1.52,57.3,58,7.53,7.42,4.28
2027,0.9,59.8,56,6.27,6.24,3.74
2028,0.9,65.6,58,6.05,5.95,3.95
2029,0.75,58.9,60,5.99,5.97,3.52
2030,0.7,61.2,56,5.75,5.68,3.5
2031,0.9,63.4,60,6.08,6.03,3.84
2032,0.72,62.4,55,5.78,5.75,3.6
2033,0.9,59.6,59,6.38,6.24,3.76
2034,0.9,64.1,58,6.05,6.02,3.87
2035,0.72,61.6,59,5.78,5.72,3.54
2036,0.79,62.1,54,5.92,5.96,3.69
2037,0.79,63.2,56,5.83,5.91,3.71
2038,0.7,63.4,56,5.6,5.63,3.56
2039,0.7,62.2,58,5.62,5.69,3.52
2040,0.7,60.4,63,5.73,5.76,3.47
2041,0.32,63.2,56,4.35,4.38,2.76
2042,0.32,61.5,56,4.4,4.42,2.71
2043,0.32,61.3,55,4.41,4.43,2.71
2044,0.32,61,59,4.42,4.46,2.71
2045,0.32,61.3,60,4.33,4.38,2.67
2046,0.32,62.3,60,4.37,4.4,2.73
2047,0.32,62.6,54,4.37,4.41,2.75
2048,0.32,61.6,56,4.39,4.41,2.71
2049,0.32,61.8,57,4.38,4.42,2.72
2050,0.32,62.4,59,4.33,4.36,2.71
2051,0.32,63.1,56,4.36,4.39,2.76
2052,0.32,61.7,61,4.38,4.43,2.72
2053,0.32,62,58,4.33,4.38,2.7
2054,0.32,62.6,59,4.33,4.36,2.72
2055,0.32,62.8,57,4.34,4.39,2.74
2056,0.32,62.6,60,4.33,4.36,2.72
2057,0.32,60.5,59,4.41,4.42,2.67
2058,0.32,62.2,57,4.38,4.43,2.74
2059,0.32,60.6,60,4.4,4.44,2.68
2060,0.32,60.3,57,4.43,4.46,2.68
2061,0.32,60.5,58,4.4,4.42,2.67
2062,0.32,62.9,54,4.37,4.41,2.76
2063,0.32,60.2,60,4.39,4.44,2.66
2064,0.32,62.1,60,4.34,4.39,2.71
2065,0.32,61.9,59,4.35,4.38,2.7
2066,0.32,62.4,58,4.35,4.4,2.73
2067,0.32,61.5,58,4.35,4.4,2.69
2068,0.32,61.9,56,4.39,4.43,2.73
2069,0.32,61.5,60,4.4,4.42,2.71
2070,0.32,61.9,59,4.36,4.39,2.71
2071,0.76,63,59,5.79,5.76,3.64
2072,0.9,62.4,65,6.12,6.09,3.81
2073,0.9,63.3,59,6.12,6.07,3.86
2074,0.76,60.3,60,5.97,5.94,3.59
2075,0.81,61.7,58,5.98,5.95,3.68
2076,0.77,61.5,56,5.89,5.95,3.64
2077,0.74,62.4,59,5.77,5.73,3.59
2078,0.75,59.9,61,5.97,5.91,3.56
2079,0.7,62,60,5.61,5.64,3.49
2080,0.7,61.9,59,5.67,5.6,3.49
2081,0.81,62.4,57,5.92,5.97,3.71
2082,1.01,63.2,58,6.33,6.39,4.02
2083,0.76,61,58,5.88,5.93,3.6
2084,1.01,64.1,56,6.37,6.3,4.06
2085,0.8,63.1,58,5.89,5.96,3.74
2086,0.68,57.3,60,5.83,5.89,3.36
2087,0.91,61.6,58,6.23,6.28,3.85
2088,0.79,61.4,59,5.89,5.96,3.64
2089,0.71,59.8,58,5.78,5.82,3.47
2090,0.71,63,57,5.63,5.7,3.57
2091,0.71,61.6,57,5.71,5.79,3.54
2092,0.71,61.2,58,5.68,5.72,3.49
2093,0.78,62.6,58,5.81,5.89,3.66
2094,0.82,61.3,57,6.02,6.07,3.7
2095,0.9,60.4,61,6.14,6.22,3.73
2096,0.9,60.1,60,6.22,6.32,3.77
2097,0.76,61.7,55,5.86,5.91,3.63
2098,0.77,62.1,56,5.85,5.88,3.64
2099,0.9,64.3,58,5.97,6.03,3.86
2100,0.93,61,54,6.35,6.32,3.87
2101,0.86,63.8,56,6.02,6.05,3.85
2102,0.7,60.3,60,5.69,5.75,3.45
2103,0.9,64.3,60,6,6.1,3.89
2104,0.84,59,59,6.18,6.13,3.63
2105,0.8,63.3,55,5.87,5.92,3.73
2106,0.9,63.3,57,6.08,6.14,3.87
2107,0.9,63.2,59,6.06,6.13,3.85
2108,0.71,61.2,56,5.77,5.79,3.54
2109,0.92,64.9,58,6.1,6.04,3.94
2110,1.08,61.7,59,6.54,6.59,4.05
2111,0.85,60.4,56,6.26,6.17,3.75
2112,0.83,63.1,58,5.98,5.94,3.76
2113,1.16,68.2,55,6.47,6.37,4.38
2114,0.87,61.7,57,6.14,6.09,3.77
2115,0.9,61.9,59,6.14,6.2,3.82
2116,0.7,61.9,55,5.7,5.74,3.54
2117,0.7,61.2,55,5.74,5.76,3.52
2118,1.02,62.3,58,6.42,6.37,3.98
2119,1.02,65,59,6.34,6.24,4.08
2120,0.91,64.5,60,6.04,5.96,3.87
2121,0.75,62,56,5.82,5.85,3.62
2122,0.9,63.2,56,6.15,6.12,3.88
2123,0.77,62.4,54,5.93,5.89,3.69
2124,0.76,60.3,60.7,5.86,5.9,3.55
2125,0.9,61.8,58,6.26,6.2,3.85
2126,0.9,63.5,59,6.1,6.05,3.86
2127,0.9,62.1,59,6.19,6.15,3.83
2128,0.86,62.1,57,6.1,6.07,3.78
2129,0.71,60,56,5.85,5.78,3.49
2130,0.72,61.7,56,5.74,5.77,3.56
2131,0.72,60.1,56,5.85,5.88,3.52
2132,0.92,57.4,65,6.42,6.48,3.7
2133,0.9,64.2,56,6.04,6.11,3.9
2134,0.7,62.3,57,5.61,5.65,3.51
2135,0.71,61.8,56.2,5.7,5.75,3.53
2136,0.71,60.9,56.6,5.75,5.79,3.52
2137,0.71,61.8,56.1,5.72,5.74,3.54
2138,0.82,60.7,57,6.07,6.06,3.68
2139,0.77,62.8,59,5.81,5.84,3.66
2140,0.72,61.4,56,5.79,5.77,3.55
2141,0.84,62.1,58,6.02,6.09,3.76
2142,0.83,61.3,57,6.02,6.05,3.7
2143,0.94,57.9,61,6.48,6.43,3.74
2144,0.9,60.5,64,6.18,6.11,3.72
2145,0.52,61.8,55,5.2,5.19,3.21
2146,0.93,61.1,59,6.34,6.32,3.87
2147,0.57,62.8,56,5.27,5.31,3.32
2148,0.72,61.2,57,5.72,5.81,3.53
2149,0.57,61.6,56,5.33,5.35,3.29
2150,1.13,63.4,58,6.58,6.61,4.18
2151,0.7,61.6,57,5.69,5.73,3.52
2152,0.7,61.9,57,5.68,5.71,3.53
2153,0.73,62.2,55,5.77,5.74,3.58
2154,0.73,61.9,56,5.81,5.75,3.58
2155,0.73,61.9,57,5.79,5.75,3.57
2156,0.71,61.1,57,5.75,5.77,3.52
2157,0.7,61.5,56,5.7,5.74,3.52
2158,0.75,63.2,57,5.78,5.74,3.64
2159,0.75,62.6,55,5.72,5.79,3.6
2160,0.97,64.3,58,6.25,6.22,4.01
2161,0.74,61.3,57,5.82,5.85,3.57
2162,0.74,60.6,55,5.87,5.93,3.57
2163,0.74,61.9,55,5.8,5.83,3.6
2164,0.74,61.3,57,5.81,5.83,3.57
2165,0.7,61.2,60,5.73,5.77,3.52
2166,0.71,60.3,62,5.69,5.76,3.45
2167,0.82,62.6,55,5.94,5.98,3.73
2168,0.72,61.6,55,5.76,5.8,3.56
2169,0.82,61.8,55,6.02,6.05,3.73
2170,0.74,60,57,5.94,5.89,3.55
2171,0.94,63.8,60,6.14,6.21,3.94
2172,0.71,61.2,56,5.76,5.78,3.53
2173,0.71,60.4,57,5.77,5.82,3.5
2174,0.73,62.9,56,5.71,5.77,3.61
2175,0.8,63.1,57,5.94,5.89,3.73
2176,0.81,60.7,58,6.07,5.99,3.66
2177,0.7,62.6,59,5.66,5.62,3.53
2178,1,66.6,59,6.07,6.01,4.02
2179,0.8,59.6,59,6.09,6,3.6
2180,0.75,60.2,57,5.93,5.9,3.56
2181,1,62.3,58,6.38,6.33,3.96
2182,0.71,62.2,55,5.74,5.71,3.56
2183,1,67,53,6.19,6.13,4.13
2184,1,67,53,6.19,6.13,4.13
2185,1,62.5,59,6.41,6.33,3.98
2186,1,61.3,57,6.44,6.41,3.94
2187,0.8,61,56,5.98,6.05,3.67
2188,0.72,61.4,58,5.75,5.78,3.54
2189,0.71,61.1,56,5.78,5.81,3.53
2190,0.71,62.3,56,5.68,5.72,3.55
2191,1.01,62,63,6.34,6.25,3.9
2192,0.79,63.3,56.3,5.85,5.88,3.71
2193,0.74,61.5,59,5.76,5.82,3.56
2194,0.72,63.1,59,5.67,5.7,3.59
2195,0.9,60.7,61,6.16,6.22,3.76
2196,0.9,64.1,57,6.07,6.09,3.9
2197,0.9,63.4,62,6,6.02,3.81
2198,0.9,59.5,61,6.24,6.3,3.73
2199,0.72,62.4,57,5.71,5.76,3.58
2200,0.54,61.4,58,5.28,5.25,3.23
2201,0.73,61.1,57,5.8,5.89,3.57
2202,0.7,61.2,57,5.7,5.74,3.5
2203,0.72,60.8,62,5.73,5.78,3.5
2204,0.73,62.4,53,5.82,5.79,3.62
2205,1.02,62.5,60,6.39,6.41,4
2206,1.02,60.6,63,6.46,6.52,3.93
2207,0.9,60.4,59,6.27,6.24,3.78
2208,1,59.1,59,6.55,6.48,0
2209,0.7,61.9,56,5.69,5.72,3.53
2210,1,64.6,67,6.25,6.19,4.02
2211,1.02,58.8,57,6.61,6.55,3.87
2212,1,61.5,56,6.49,6.44,3.97
2213,1,68.3,54,6.21,6.12,4.2
2214,0.68,62.7,56,5.56,5.6,3.5
2215,0.83,61,57,6.06,6.13,3.72
2216,0.8,62.7,56,5.88,5.96,3.71
2217,1.21,57.2,62,7.01,6.95,3.99
2218,0.7,62.8,57,5.65,5.68,3.56
2219,0.71,58.1,62,5.84,5.89,3.41
2220,0.84,63.6,57,5.95,6,3.8
2221,0.9,60.7,58,6.3,6.19,3.79
2222,0.9,63.5,56,6.12,6.1,3.88
2223,0.7,61.2,56,5.72,5.75,3.51
2224,0.7,61.2,57,5.73,5.77,3.52
2225,0.71,60.1,59,5.79,5.83,3.49
2226,0.7,61.6,55,5.71,5.76,3.53
2227,0.9,65.4,57,6.04,5.95,3.92
2228,0.9,65.6,56,6.1,6.03,3.98
2229,0.9,65.4,59,6.04,6,3.94
2230,0.9,66.8,55,5.98,5.9,3.97
2231,0.74,61.2,59,5.84,5.79,3.56
2232,0.72,60.6,57,5.85,5.83,3.54
2233,0.72,61.3,65,5.76,5.72,3.52
2234,0.78,60.9,55,6,5.93,3.63
2235,0.71,63.3,57,5.65,5.69,3.59
2236,0.71,61.2,56,5.74,5.79,3.53
2237,0.92,60.9,62,6.26,6.31,3.83
2238,0.8,62.9,60,5.87,5.89,3.7
2239,0.81,61.2,57,6,6.05,3.69
2240,0.78,62.1,58,5.86,5.9,3.65
2241,0.73,63.7,59,5.67,5.69,3.62
2242,1.06,62.8,55,6.51,6.46,4.07
2243,1,65.5,56,6.3,6.19,4.09
2244,0.77,62.2,56,5.9,5.85,3.66
2245,0.7,61.2,58,5.66,5.72,3.48
2246,0.7,58.7,60,5.79,5.83,3.41
2247,1.02,62.8,57,6.45,6.39,4.03
2248,0.91,62.5,60,6.05,6.08,3.79
2249,1.03,64.1,62,6.37,6.33,4.07
2250,1.03,64.6,62,6.3,6.21,4.06
2251,1.03,62.2,59,6.42,6.4,3.99
2252,0.94,62.3,59,6.23,6.32,3.91
2253,0.88,59.1,58,6.22,6.3,3.7
2254,0.75,61.7,56,5.86,5.84,3.61
2255,0.75,61.8,58,5.85,5.83,3.61
2256,0.72,61.3,56,5.78,5.8,3.55
2257,0.77,62.2,57,5.81,5.86,3.63
2258,0.75,62,58,5.81,5.84,3.61
2259,0.83,63.1,60,5.91,5.98,3.75
2260,0.9,63.9,60,6.07,6.11,3.89
2261,0.8,60.6,56,6.03,6.08,3.67
2262,0.71,62,57,5.69,5.73,3.54
2263,0.92,62,64,6.2,6.16,3.83
2264,0.7,59.2,61,5.79,5.84,3.44
2265,0.7,62.2,55,5.65,5.67,3.52
2266,0.7,63.6,57,5.61,5.65,3.58
2267,0.95,63.4,55,6.25,6.21,3.95
2268,0.58,61.6,60,5.34,5.35,3.29
2269,0.73,61.7,56,5.79,5.81,3.58
2270,0.77,61.7,55,5.87,5.9,3.63
2271,0.7,61.2,58,5.7,5.73,3.5
2272,0.7,61.7,55,5.72,5.76,3.54
2273,0.95,58,66,6.5,6.46,3.76
2274,0.8,61.9,54,6,5.95,3.7
2275,1.22,62.6,59,6.79,4.24,3.76
2276,0.64,62.1,53,5.51,5.54,3.43
2277,1.06,60.3,58,6.59,6.56,3.96
2278,0.77,62.3,56,5.84,5.87,3.65
2279,0.8,59.5,63,6.11,6.05,3.61
2280,0.82,61.7,56,6.01,5.99,3.7
2281,0.78,62.1,54,5.92,5.94,3.68
2282,0.7,62,57,5.68,5.74,3.54
2283,0.9,62.8,57,6.15,6.2,3.88
2284,0.77,58.6,59,6,6.04,3.53
2285,0.9,63.4,60,6.03,6.08,3.84
2286,0.9,62.9,57,6.09,6.16,3.85
2287,0.9,62.4,61,6.03,6.11,3.79
2288,0.9,59.5,63,6.26,6.31,3.74
2289,0.9,61.3,57,6.16,6.24,3.8
2290,0.9,61.1,63,6.12,6.19,3.76
2291,0.9,59.2,61,6.23,6.27,3.7
2292,0.81,61.9,54,5.96,5.99,3.7
2293,0.9,66,57,6.06,6,3.98
2294,0.63,62.4,56,5.48,5.52,3.43
2295,0.71,62.4,59,5.73,5.68,3.56
2296,0.71,62.5,55,5.74,5.71,3.58
2297,0.71,59.2,59,5.86,5.8,3.45
2298,0.76,63,59,5.76,5.79,3.64
2299,0.9,62.4,65,6.09,6.12,3.81
2300,0.9,63.3,59,6.07,6.12,3.86
2301,0.9,63,55,6.1,6.16,3.86
2302,0.7,61,58,5.74,5.76,3.51
2303,0.74,63.9,54,5.77,5.81,3.7
2304,0.74,63.5,56,5.75,5.8,3.67
2305,0.78,64,54,5.86,5.82,3.74
2306,0.79,61.3,56,5.96,6.01,3.67
2307,0.73,61.4,55,5.79,5.82,3.56
2308,0.73,61,56,5.83,5.88,3.57
2309,1,63.7,54,6.42,6.27,4.06
2310,0.7,62.8,57,5.63,5.68,3.55
2311,0.92,60.7,59,6.34,6.25,3.82
2312,0.77,60.3,58,5.89,5.96,3.57
2313,0.73,58.2,63,5.87,6.01,3.46
2314,0.87,57.3,59,6.29,6.44,3.65
2315,1.01,58.1,59,6.66,6.6,0
2316,0.71,62.1,56,5.72,5.84,3.59
2317,0.72,61.8,55,5.78,5.81,3.58
2318,0.7,62.6,55,5.66,5.69,3.55
2319,0.79,61.4,56,5.93,5.96,3.65
2320,0.85,61.8,54,6.1,6.14,3.78
2321,0.7,62.2,55,5.68,5.71,3.54
2322,0.72,62.2,57,5.74,5.67,3.55
2323,1.01,64.5,54,6.26,6.15,4
2324,1.01,63.2,58,6.39,6.33,4.02
2325,1.08,61.8,56,6.64,6.62,4.1
2326,1.23,61.6,55,6.92,6.87,4.25
2327,0.91,62.4,61,6.13,6.2,3.85
2328,0.79,61.2,56,5.96,6.01,3.66
2329,0.77,61.4,55,5.93,5.95,3.65
2330,0.76,61.1,57,5.84,5.95,3.6
2331,0.92,62.6,58,6.18,6.22,3.88
2332,0.92,62.3,56,6.24,6.29,3.9
2333,0.76,61.8,57,5.84,5.87,3.62
2334,0.75,62.1,55,5.81,5.85,3.62
2335,0.74,61.7,57,5.85,5.79,3.59
2336,0.74,62.3,56,5.79,5.76,3.6
2337,1.09,66.3,56,6.47,6.39,4.27
2338,0.74,61.7,56,5.83,5.78,3.58
2339,0.74,62.3,57,5.79,5.77,3.6
2340,0.74,62.1,56,5.79,5.83,3.61
2341,0.83,62.3,58,5.97,6.01,3.73
2342,0.83,61.6,55,6.04,6.08,3.73
2343,0.78,62.2,57,5.87,5.9,3.66
2344,0.75,61.8,55,5.81,5.84,3.6
2345,0.83,61.8,55,6.05,6.09,3.75
2346,0.79,60.3,56,5.99,6.05,3.63
2347,1.03,61.5,57,6.48,6.52,4
2348,1.03,61.1,60,6.46,6.51,3.96
2349,1.03,62.4,57,6.43,6.36,4
2350,0.7,62.7,54,5.65,5.7,3.65
2351,0.7,62.2,55,5.64,5.67,3.52
2352,0.84,65,57.2,5.83,5.87,3.81
2353,0.93,66.1,58.1,6,6.04,3.98
2354,0.7,63.9,57,5.55,5.66,3.58
2355,1.01,60.1,58,6.54,6.39,3.89
2356,0.8,61.5,58,5.97,6,3.68
2357,1.01,68.5,63,6.08,6,4.14
2358,0.92,60.4,59,6.36,6.33,3.83
2359,0.71,62.9,55,5.68,5.71,3.58
2360,0.7,60.2,57,5.78,5.82,3.49
2361,0.9,62.5,55,6.18,6.14,3.85
2362,0.7,62.9,61,5.65,5.57,3.53
2363,0.9,61.9,61,6.13,6.06,3.77
2364,0.9,62.3,56,6.23,6.19,3.87
2365,0.7,63.6,58,5.67,5.62,3.59
2366,1,65.3,57,6.33,6.12,4.08
2367,1.5,69.3,61,6.99,6.81,4.78
2368,0.9,61.8,58,6.2,6.26,3.85
2369,0.9,63.5,59,6.05,6.1,3.86
2370,0.77,62.4,54,5.89,5.93,3.69
2371,0.32,61.7,56,4.41,4.44,2.73
2372,0.32,62.5,58,4.36,4.38,2.73
2373,0.32,62,57,4.39,4.41,2.73
2374,0.32,61.8,55,4.41,4.42,2.73
2375,0.32,61.5,57,4.4,4.41,2.71
