No,carat,depth,table,x,y,z
4483,0.61,62.3,54,5.4,5.45,3.38
4484,0.9,60.7,61,6.19,6.17,3.75
4485,0.83,61.3,59,6.08,6.02,3.71
4486,0.83,61.8,57,6.04,6.03,3.73
4487,0.9,60.8,65,6.31,6.18,3.8
4488,0.71,62.7,58,5.67,5.72,3.57
4489,1.01,63.6,58,6.31,6.37,4.03
4490,1.01,63.7,58,6.31,6.35,4.03
4491,0.9,64.5,58,6,5.96,3.86
4492,0.79,62.1,59,5.9,5.86,3.65
4493,1,58.8,55,6.53,6.46,3.82
4494,1,58.8,55,6.53,6.46,3.82
4495,0.9,61.5,58,6.19,6.23,3.82
4496,0.72,62.5,55,5.71,5.74,3.58
4497,0.9,64.5,57,6.07,6.03,3.9
4498,0.9,62.8,57,6.16,6.14,3.86
4499,0.9,60,56,6.33,6.27,3.78
4500,0.9,61.9,58,6.2,6.15,3.82
4501,0.9,60,59,6.23,6.16,3.72
4502,1.08,62,57,6.65,6.55,4.06
4503,0.9,58.4,62,6.37,6.34,3.71
4504,0.9,60.3,63,6.28,6.21,3.77
4505,0.8,61.7,56,5.99,6.04,3.71
4506,1,67.7,57,6,6.15,4.11
4507,0.91,62.5,59,6.16,6.23,3.87
4508,0.9,59.8,53,6.2,6.25,3.72
4509,0.91,64.3,57,6,6.04,3.87
4510,0.74,61.9,57,5.79,5.81,3.59
4511,1.02,59.6,64,6.58,6.55,3.91
4512,1.06,65.3,62,6.33,6.25,4.11
4513,1.02,66.6,58,6.21,6.14,4.11
4514,1.02,64.2,61,6.3,6.21,4.02
4515,0.94,62,57,6.28,6.34,3.91
4516,1,62,60,6.38,6.3,3.93
4517,1,65.2,56,6.27,6.21,4.07
4518,1,64,59,6.29,6.24,4.01
4519,1,43,59,6.32,6.27,3.97
4520,1,60.1,61,6.44,6.4,3.86
4521,1,60.1,61,6.44,6.4,3.86
4522,1.03,62.8,58,6.48,6.41,4.05
4523,1,63.9,56,6.32,6.27,4.02
4524,1.03,61,56,6.58,6.52,3.99
4525,1.03,60.8,56,6.56,6.47,3.96
4526,0.91,62.4,57,6.18,6.23,3.87
4527,0.74,61.2,56,5.83,5.86,3.58
4528,0.74,60.9,55,5.84,5.91,3.58
4529,1.12,62.9,57,6.55,6.52,4.11
4530,0.91,60.3,59,6.28,6.25,3.78
4531,1.02,62.2,61,6.41,6.48,4.01
4532,0.91,61.1,59,6.24,6.2,3.8
4533,0.91,62.8,61,6.09,6.07,3.82
4534,1.14,63.9,58,6.64,6.6,4.23
4535,1,59.8,58,6.53,6.48,3.89
4536,0.76,62.9,58,5.76,5.85,3.65
4537,1.03,63.1,57,6.41,6.43,4.05
4538,1,65.1,58,6.27,6.15,4.05
4539,1,59.1,62,6.5,6.47,3.83
4540,1,64.1,61,6.36,6.27,4.05
4541,1,59.6,62,6.52,6.41,3.85
4542,1,57.6,61,6.56,6.52,3.77
4543,1,63.8,55,6.28,6.24,4
4544,1,63.3,54,6.39,6.34,4.03
4545,1,59.7,62,6.52,6.46,3.87
4546,1,63,56,6.37,6.33,4
4547,1,63.8,57,6.32,6.28,4.02
4548,0.82,62.6,60,5.91,5.97,3.72
4549,0.85,62.4,57,6.13,6.01,3.79
4550,0.71,62,58,5.67,5.72,3.53
4551,0.91,62.7,57,6.16,6.21,3.88
4552,0.9,62.4,57,6.13,6.18,3.84
4553,0.9,58.8,59,6.24,6.28,3.68
4554,0.77,62.4,58,5.82,5.87,3.65
4555,0.81,61.9,60,5.87,5.95,3.66
4556,0.9,63,58,6.13,6.18,3.88
4557,1.16,61.8,59,6.74,6.78,4.18
4558,0.9,63.3,59,6.06,6.1,3.85
4559,0.9,61.5,57,6.17,6.23,3.81
4560,0.9,62.2,58,6.13,6.18,3.83
4561,0.93,60.8,62,6.29,6.34,3.84
4562,0.7,61.7,58,5.66,5.71,3.51
4563,0.91,61,58,6.31,6.27,3.84
4564,0.91,62.7,59,6.23,6.18,3.89
4565,0.77,62.1,57,5.85,5.8,3.62
4566,1.16,63.7,57,6.59,6.56,4.19
4567,1,61.4,61,6.32,6.35,3.89
4568,0.93,62.8,58,6.24,6.21,3.91
4569,0.77,61.2,56,5.9,5.93,3.62
4570,0.8,62.2,57,5.95,5.98,3.71
4571,0.76,61.9,54,5.87,5.9,3.64
4572,0.76,61.9,57,5.83,5.86,3.62
4573,0.76,61.3,54,5.88,5.94,3.62
4574,0.92,58.4,58,6.4,6.34,3.73
4575,0.76,60.5,56,5.94,5.99,3.61
4576,0.92,63.3,57,6.17,6.22,3.92
4577,0.9,63.6,57,6.09,6.12,3.88
4578,0.9,63.5,59,6.07,6.11,3.87
4579,0.73,61.7,57,5.77,5.8,3.57
4580,0.92,62.9,58,6.21,6.15,3.89
4581,0.93,63,53,6.22,6.26,3.93
4582,1.02,58.9,60,6.57,6.53,3.86
4583,1,57.8,64,6.55,6.5,3.77
4584,0.82,61.5,56,6.01,6.05,3.71
4585,0.95,58.8,60,6.45,6.38,3.77
4586,0.8,62.3,57,5.91,5.94,3.69
4587,0.91,61.6,59,6.14,6.24,3.81
4588,0.8,62,55,5.93,6,3.7
4589,0.76,62.1,56,5.81,5.85,3.63
4590,1.01,62.8,58,6.3,6.35,3.97
4591,0.77,60.9,58,5.91,5.95,3.61
4592,1.11,61.9,58,6.66,6.63,4.11
4593,1.07,63.5,59,6.52,6.46,4.12
4594,1.02,62.5,58,6.42,6.34,3.99
4595,0.9,63.3,58,6.07,6.1,3.85
4596,0.7,61.9,56,5.68,5.73,3.53
4597,0.7,60.8,56,5.74,5.77,3.5
4598,0.9,62.6,54,6.15,6.18,3.86
4599,1.02,64,57,6.41,6.37,4.09
4600,1.02,62.9,57,6.41,6.37,4.02
4601,1.01,61.9,59,6.38,6.34,3.94
4602,0.96,68.8,56,6.11,5.98,4.16
4603,0.91,62.4,58,6.17,6.21,3.86
4604,0.9,62.8,64,6.18,5.99,3.82
4605,0.73,60.9,55.8,5.8,5.85,3.55
4606,0.9,59.9,61,6.16,6.2,3.7
4607,0.91,63.3,62,6.01,6.09,3.83
4608,1.09,62.7,60,6.57,6.51,4.1
4609,0.9,62.2,60,6.15,6.19,3.84
4610,0.9,62.4,57,6.13,6.17,3.84
4611,0.9,61.3,60,6.17,6.23,3.8
4612,0.9,60.8,60,6.21,6.25,3.79
4613,0.9,62.6,60,6.09,6.18,3.84
4614,0.9,62,55,6.15,6.23,3.84
4615,0.7,61.2,56,5.73,5.76,3.52
4616,1.22,61.6,56,6.8,6.87,4.21
4617,0.89,64.3,55,6.12,6.01,3.9
4618,0.9,60.1,59,6.37,6.25,3.79
4619,0.91,61,57,6.2,6.26,3.8
4620,0.87,60.2,60,6.12,6.17,3.7
4621,0.91,62.3,56,6.18,6.22,3.86
4622,1.01,59.6,62,6.56,6.5,3.89
4623,0.91,60.7,56,6.26,6.22,3.79
4624,1.01,59.6,60,6.5,6.55,3.89
4625,1.19,61.5,57,6.79,6.83,4.19
4626,1.27,60.2,62,7,7.05,4.23
4627,0.91,62.2,58,6.29,6.18,3.86
4628,1.01,63.6,54,6.44,6.36,4.07
4629,0.91,62.1,55,6.16,6.24,3.85
4630,0.9,63.5,61,5.96,6.01,3.8
4631,0.73,61.3,56,5.79,5.82,3.56
4632,0.7,60.6,60,5.71,5.75,3.47
4633,0.78,62.2,56,5.85,5.91,3.66
4634,1.03,62.2,60,6.47,6.45,4.02
4635,0.74,61.4,58,5.8,5.83,3.57
4636,1.03,63.1,57,6.42,6.38,4.04
4637,0.73,63.8,59,5.69,5.72,3.64
4638,0.95,62.6,59,6.23,6.26,3.91
4639,0.85,60.3,57,6.09,6.22,3.71
4640,0.73,61.9,57,5.76,5.8,3.58
4641,0.9,57.7,65,6.25,6.29,3.62
4642,0.9,65.2,58,6,6.06,3.93
4643,1.04,62,59,6.49,6.47,4.02
4644,0.91,62.8,58,6.16,6.13,3.86
4645,0.9,63.7,60,6.11,6.07,3.88
4646,0.91,61.9,57,6.24,6.19,3.85
4647,0.9,63.1,59,6.15,6.11,3.87
4648,0.9,63.7,64,6.07,6.02,3.85
4649,0.9,63.7,58,6.12,6.09,3.89
4650,0.9,64,59,6.05,6.01,3.86
4651,0.9,63.8,59,6.08,6.05,3.87
4652,0.9,63.2,59,6.1,6.05,3.84
4653,0.9,62,61,6.13,6.07,3.78
4654,1.12,61.2,58,6.72,6.68,4.1
4655,1,66.7,57,6.07,5.99,4.02
4656,1.04,62,57,6.53,6.43,4.02
4657,0.91,62.5,55,6.25,6.2,3.89
4658,0.9,61.9,59,6.18,6.13,3.81
4659,1.12,64.6,57,6.5,6.47,4.19
4660,1.17,62.8,58,6.71,6.69,4.21
4661,1.13,61.1,56,6.77,6.71,4.12
4662,0.91,62.2,60,6.22,6.16,3.85
4663,1.04,59.7,56,6.6,6.54,3.92
4664,0.9,62.6,62,6.08,6.06,3.8
4665,0.71,62.7,59,5.64,5.69,3.55
4666,0.85,62.2,56,6.04,6.09,3.77
4667,1.13,60.6,57,6.79,6.77,4.11
4668,1.01,63,59,6.33,6.27,3.97
4669,1.01,66.1,56,6.26,6.2,4.12
4670,1.01,63.8,61,6.13,6.06,3.89
4671,0.76,62,54.7,5.83,5.87,3.62
4672,0.78,60.4,57,5.95,6,3.61
4673,1.01,59.1,63,6.59,6.54,3.88
4674,0.95,60.5,62,6.44,6.36,3.88
4675,0.78,59.8,60,5.97,6.03,3.59
4676,1,60.6,62,6.36,6.45,3.88
4677,1.06,61.3,60,6.52,6.59,4.02
4678,1.05,61.1,59,6.54,6.61,4.02
4679,0.7,60.2,57,5.78,5.84,3.5
4680,0.8,62.7,56,5.9,5.94,3.71
4681,0.73,62.3,54,5.77,5.8,3.6
4682,0.82,61.8,58,6.02,5.98,3.71
4683,0.71,61.4,56,5.7,5.74,3.51
4684,0.71,60.6,56,5.78,5.81,3.51
4685,0.96,57.7,67,6.49,6.46,3.73
4686,1.01,62.3,55,6.35,6.29,3.94
4687,1,61.1,54,6.51,6.47,3.97
4688,0.81,61.5,58,5.99,5.94,3.97
4689,1.01,63.3,58,6.4,6.31,4.02
4690,0.92,62.2,58,6.19,6.23,3.86
4691,1.03,62.3,58,6.5,6.4,4.03
4692,0.79,62,56,5.92,5.96,3.68
4693,0.63,60.5,57,5.58,5.53,3.36
4694,1,63.4,60,6.22,6.34,3.98
4695,1.01,60.3,59,6.51,6.45,3.91
4696,1.01,67.1,59,6.16,6.09,4.11
4697,1.01,61.6,60,6.22,6.18,3.82
4698,1.01,63.2,55,6.4,6.32,4.02
4699,1.01,64.1,59,6.24,6.21,3.99
4700,0.9,62.2,57,6.17,6.14,3.83
4701,0.9,61.6,56,6.22,6.16,3.81
4702,1.13,62.2,55,6.65,6.69,4.15
4703,1.1,61.8,56,6.61,6.65,4.1
4704,1.1,59.8,61,6.65,6.7,3.99
4705,0.9,63.6,58,6.1,6.13,3.89
4706,0.75,61.1,55,5.87,5.89,3.6
4707,0.92,63.2,54,6.29,6.25,3.96
4708,1,63.9,60,6.26,6.19,3.98
4709,0.9,62.3,57,6.19,6.17,3.85
4710,0.9,62,62,6.13,6.03,3.77
4711,0.31,62.2,60,4.3,4.32,2.68
4712,0.31,60.9,60,4.38,4.39,2.67
4713,0.31,63.5,55,4.27,4.3,2.72
4714,0.31,62.4,53,4.33,4.35,2.71
4715,0.28,64,54,4.11,4.17,2.65
4716,0.28,60.1,62,4.25,4.27,2.56
4717,0.28,58.9,62,4.27,4.32,2.53
4718,0.38,62.3,55,4.63,4.65,2.89
4719,0.24,62.7,54,3.99,4.02,2.51
4720,0.24,61.8,54,3.99,4.03,2.48
4721,0.37,60.9,56,4.65,4.68,2.84
4722,0.3,61.6,57,4.28,4.32,2.65
4723,0.33,62.8,58,4.43,4.39,2.77
4724,0.33,62.7,56,4.44,4.4,2.77
4725,0.33,61.5,57,4.49,4.46,2.75
4726,0.33,61.4,58,4.5,4.46,2.75
4727,0.33,61.3,59,4.51,4.46,2.75
4728,0.33,63.2,58,4.38,4.36,2.76
4729,0.33,63.6,57,4.42,4.39,2.8
4730,0.42,59.5,61,4.85,4.9,2.9
4731,0.34,61.6,56,4.48,4.51,2.77
4732,0.3,61.6,56,4.3,4.33,2.66
4733,0.3,61.9,56,4.32,4.34,2.68
4734,0.3,62.2,55,4.3,4.32,2.68
4735,0.3,62.5,54,4.29,4.32,2.69
4736,0.3,62.3,55,4.3,4.34,2.69
4737,0.3,61.1,56,4.36,4.38,2.67
4738,0.3,60.9,56,4.35,4.39,2.66
4739,0.3,61.9,54,4.29,4.33,2.67
4740,0.3,61.7,58,4.28,4.31,2.65
4741,0.92,61.8,59,6.19,6.11,3.8
4742,0.76,62.2,56,5.83,5.87,3.64
4743,0.9,63,57,6.13,6.19,3.88
4744,1.01,62,58,6.41,6.46,3.99
4745,0.91,61.4,60,6.21,6.23,3.82
4746,0.8,61.9,54,5.98,5.96,3.7
4747,0.7,62.5,57,5.62,5.67,3.53
4748,0.92,62.6,59,6.23,6.19,3.89
4749,0.93,58.9,60,6.43,6.48,3.8
4750,0.84,62.4,57,6.03,6.08,3.78
4751,1,62,62,6.42,6.35,3.96
4752,1,60.7,61,6.5,6.41,3.92
4753,1.02,62.5,58,6.4,6.47,4.02
4754,1.21,61.3,57,6.94,6.89,4.24
4755,0.91,61.2,59,6.2,6.22,3.8
4756,1.12,62.4,57,6.69,6.62,4.15
4757,0.96,65.2,58,6.14,6.12,3.99
4758,0.9,59.5,57,6.29,6.21,3.72
4759,0.9,60.7,61,6.17,6.19,3.75
4760,0.81,62.7,56,5.92,5.98,3.73
4761,0.9,63.6,63,6.07,6.03,3.85
4762,0.9,64.8,59,6.1,6.03,3.93
4763,0.9,64.5,61,6.05,6.01,3.89
4764,0.9,64.1,56,6.07,6.04,3.88
4765,0.9,63.9,57,6.1,6.04,3.88
4766,0.72,62.8,58,5.75,5.68,3.59
4767,0.93,62.2,55,6.27,6.24,3.89
4768,0.71,64.2,58,5.65,5.6,3.61
4769,0.72,62.1,54,5.74,5.76,3.57
4770,1,61.7,62,6.37,6.4,3.94
4771,0.96,59.4,56,6.47,6.42,3.83
4772,1.1,61.3,57,6.68,6.62,4.08
4773,0.94,60.9,62,6.22,6.3,3.81
4774,0.71,61.8,58,5.63,5.73,3.51
4775,0.77,62.6,55,5.85,5.88,3.67
4776,1.03,60.4,56,6.56,6.53,3.95
4777,1.11,61.3,59,6.69,6.63,4.09
4778,1.03,63.3,59,6.35,6.32,4.01
4779,1.03,60.5,57,6.58,6.52,3.96
4780,1.23,67.4,56,6.76,6.56,4.49
4781,0.97,61.6,55,6.37,6.32,3.91
4782,0.74,62,54,5.85,5.81,3.62
4783,1.21,59,60,6.93,6.88,4.07
4784,1,62.3,56,6.34,6.27,3.93
4785,1.1,57.6,61,6.82,6.73,3.9
4786,1,57.7,65,6.55,6.59,3.79
4787,1.2,58.6,57,6.96,7.01,4.09
4788,0.9,64,59,5.97,5.99,3.83
4789,1,66.5,55,6.21,6.19,4.12
4790,1,59.1,59,6.54,6.5,3.85
4791,1,57.6,65,6.47,6.44,3.72
4792,1.1,63,59,6.5,6.47,0
4793,1.1,62.4,59,6.55,6.51,4.08
4794,1.1,61.2,57,6.66,6.61,4.06
4795,1.5,63.7,61,7.22,7.1,4.57
4796,1.2,65.6,57,6.73,6.57,4.36
4797,0.75,62.4,54,5.86,5.84,3.65
4798,0.77,62,56,5.87,5.9,3.65
4799,0.9,63.5,58,6.08,6.14,3.88
4800,0.92,63,57,6.16,6.13,3.87
4801,0.9,64.7,58,5.98,6.01,3.88
4802,0.82,59.7,61,6.08,6.04,3.62
4803,1.31,59.7,59,7.06,7.01,4.2
4804,1.01,63.6,54,6.44,6.36,4.07
4805,0.9,63.8,54,6.09,6.13,3.9
4806,0.9,63.4,57,6.06,6.11,3.86
4807,0.9,58,58,6.24,6.28,3.63
4808,1,66.1,62,6.1,6.03,4.01
4809,1.12,63.4,57,6.51,6.47,4.12
4810,1.08,59.3,61,6.66,6.61,3.94
4811,1.02,59.2,59,6.57,6.54,3.88
4812,0.9,63.6,61,6.03,5.97,3.8
4813,0.9,59.2,60,6.31,6.23,3.71
4814,0.71,61.1,56,5.76,5.8,3.53
4815,0.71,61,56,5.77,5.8,3.53
4816,0.71,61.8,57,5.73,5.76,3.55
4817,0.77,61.7,56,5.85,5.91,3.63
4818,0.91,61.1,59,6.2,6.24,3.8
4819,0.91,62.8,61,6.07,6.09,3.82
4820,0.91,62.8,57,6.09,6.18,3.85
4821,0.9,60.5,57,6.23,6.2,3.76
4822,0.9,62.6,57,6.2,6.13,3.86
4823,0.9,60.1,59,6.31,6.24,3.77
4824,0.9,62.3,57,6.18,6.15,3.84
4825,0.9,58,57,6.41,6.34,3.7
4826,0.9,61.5,59,6.23,6.2,3.82
4827,0.9,62,61,6.16,6.14,3.81
4828,0.9,61.4,62,6.2,6.11,3.78
4829,0.9,60.3,55,6.35,6.28,3.81
4830,0.73,62.1,57,5.74,5.76,3.57
4831,0.85,62.2,56,6.01,6.08,3.76
4832,0.71,61.2,55,5.73,5.84,3.54
4833,0.9,62.9,59,6.06,6.15,3.84
4834,0.92,63.7,57,6.12,6.21,3.93
4835,0.77,61.3,56,5.91,5.94,3.63
4836,0.72,61.8,56,5.75,5.78,3.56
4837,0.9,58.7,60,6.28,6.35,3.71
4838,0.9,60.7,59,6.23,6.26,3.79
4839,0.9,63,60,6.15,6.17,3.88
4840,0.9,59.9,58,6.17,6.22,3.71
4841,1.01,59.5,57,6.61,6.66,3.95
4842,0.92,59,59,6.36,6.31,3.74
4843,0.86,62.8,56,6.05,6.08,3.81
4844,0.91,63.4,59,6.12,6.09,3.87
4845,0.75,61.9,54,5.83,5.84,3.61
4846,0.79,60.9,56,5.97,5.99,3.64
4847,0.71,60.9,57,5.76,5.78,3.51
4848,0.71,60.8,56,5.81,5.82,3.54
4849,0.71,61.5,56,5.72,5.76,3.53
4850,0.71,61.9,56,5.7,5.74,3.54
4851,0.71,61.4,56,5.75,5.78,3.54
4852,0.71,61.5,57,5.71,5.77,3.53
4853,0.71,61.3,56,5.69,5.75,3.51
4854,0.71,60.9,56,5.76,5.79,3.52
4855,0.71,61.9,56,5.69,5.72,3.53
4856,0.71,61.8,55,5.71,5.73,3.54
4857,0.71,61.5,56,5.72,5.75,3.52
4858,0.71,61.4,57,5.72,5.73,3.52
4859,0.91,63.5,61,6.1,6.05,3.86
4860,1.16,61.8,59,6.78,6.74,4.18
4861,1,61.6,59,6.34,6.41,3.93
4862,1,60.8,58,6.39,6.44,3.9
4863,0.75,61.1,56,5.85,5.9,3.59
4864,1.02,61.1,59,6.4,6.37,3.9
4865,0.78,61.1,55,5.99,5.96,3.65
4866,0.92,62.4,60,6.18,6.22,3.87
4867,0.8,61.2,58,5.99,6.03,3.68
4868,1,61.4,61,6.35,6.32,3.89
4869,1.02,60.2,60,6.45,6.39,3.87
4870,1.02,64.3,60,6.36,6.25,4.06
4871,1.02,61.3,57,6.51,6.45,3.97
4872,1,63.1,63,6.33,6.23,3.96
4873,1.02,63.4,63,6.36,6.32,4.02
4874,1.02,60.8,58,6.48,6.45,3.93
4875,1.02,62,56,6.4,6.34,3.95
4876,1.02,62.1,56,6.44,6.39,3.98
4877,0.9,61.3,58,6.13,6.08,3.74
4878,0.73,62,57,5.79,5.73,3.57
4879,0.9,61.6,58,6.18,6.23,3.82
4880,0.9,62.2,54,6.13,6.21,3.84
4881,0.79,61.6,55,5.94,6.04,3.69
4882,0.76,60.9,57,5.89,5.96,3.61
4883,0.71,60.9,58,5.72,5.78,3.5
4884,0.97,60,56,6.4,6.46,3.86
4885,1.01,60,60,6.46,6.4,3.86
4886,1.01,57.1,63,6.6,6.56,3.76
4887,0.75,63,57,5.81,5.78,3.65
4888,0.9,63.6,57,6.07,6.13,3.88
4889,0.9,62.3,56,6.14,6.21,3.85
4890,0.9,64.8,55,6.04,6.15,3.95
4891,0.71,59.2,59,5.9,5.85,3.48
4892,1.04,61.6,57,6.51,6.46,4
4893,0.72,62,58,5.71,5.74,3.55
4894,0.73,60.6,56,5.79,5.83,3.52
4895,0.9,61.2,57,6.15,6.2,3.78
4896,0.8,62.6,57,5.9,5.98,3.72
4897,0.8,62.3,57,5.92,5.95,3.7
4898,0.9,61,55,6.29,6.27,3.83
4899,0.77,61.8,56,5.84,5.9,3.63
4900,1.01,61,61,6.28,6.22,3.81
4901,0.9,61.5,57,6.07,6.19,3.77
4902,0.72,61.2,56,5.77,5.79,3.54
4903,0.96,62.6,59,6.18,6.29,3.9
4904,0.91,61.1,58,6.25,6.29,3.83
4905,0.91,61.8,53,6.22,6.3,3.87
4906,0.92,60.9,63,6.27,6.34,3.84
4907,1.12,62.4,59,6.6,6.54,4.1
4908,0.95,59.5,56,6.41,6.36,3.8
4909,0.7,62.5,56,5.63,5.7,3.54
4910,0.7,60.9,59,5.67,5.81,3.5
4911,0.9,61.6,56,6.14,6.2,3.8
4912,0.9,63.1,57,6.12,6.15,3.87
4913,0.92,63.8,57,6.13,6.16,3.92
4914,1.25,58,59,7.12,7.05,4.11
4915,0.9,61.8,56,6.2,6.23,3.84
4916,0.9,62.1,63,6.09,6.12,3.79
4917,0.92,61.4,58,6.23,6.27,3.84
4918,0.7,63,59,5.58,5.62,3.53
4919,0.7,61.6,57,5.74,5.71,3.53
4920,0.9,64.6,54,6.09,6.14,3.95
4921,1.21,63.3,63,6.67,6.72,4.24
4922,0.91,61.4,60,6.13,6.16,3.77
4923,1.1,59.6,59,6.74,6.72,4.01
4924,0.91,62.2,59,6.13,6.18,3.83
4925,0.9,57.1,56,6.33,6.28,3.6
4926,1.08,63.5,56,6.53,6.48,4.13
4927,1.13,62,55,6.66,6.7,4.14
4928,1.03,58,60,6.64,6.67,3.86
4929,0.97,60.7,55,6.47,6.41,3.91
4930,1.11,63.2,59,6.55,6.46,4.11
4931,0.9,60.6,56,6.23,6.28,3.79
4932,0.9,61.4,60,6.06,6.12,3.74
4933,0.91,64.7,61,6.06,5.99,3.9
4934,0.91,65.2,57,6.08,6.04,3.95
4935,0.91,64,58,6.09,6.06,3.89
4936,0.9,60.9,59,6.25,6.22,3.8
4937,1.11,64.4,58,6.55,6.5,4.2
4938,0.9,60.7,59,6.26,6.19,3.78
4939,0.98,62.1,59,6.33,6.39,3.95
4940,1.01,61.6,55,6.45,6.5,3.99
4941,1.01,59.6,60,6.55,6.5,3.89
4942,0.58,62.1,55,5.33,5.37,3.32
4943,0.76,62.3,55,5.81,5.84,3.63
4944,0.8,61.8,57,5.93,5.89,3.65
4945,1.19,61.5,57,6.83,6.79,4.19
4946,1.27,60.2,62,7.05,7,4.23
4947,1.01,62.4,56,6.44,6.38,4
4948,1.01,62.7,58,6.38,6.32,3.98
4949,1.15,63.8,60,6.63,6.56,4.21
4950,1.01,64.3,55,6.34,6.31,4.07
4951,0.9,61,62,6.17,6.26,3.79
4952,1.01,60.8,59,6.51,6.46,3.94
4953,1.01,61.9,55,6.45,6.38,3.97
4954,1.01,65.2,56,6.23,6.19,4.05
4955,1.01,61.2,59,6.43,6.37,3.92
4956,0.9,62.8,59,6.08,6.12,3.83
4957,0.9,63.8,59,6.05,6.08,3.87
4958,0.9,62.2,60,6.1,6.16,3.81
4959,0.9,63.2,59,6.05,6.1,3.84
4960,0.91,62.2,60,6.16,6.22,3.85
4961,0.9,63.7,64,6.02,6.07,3.85
4962,0.9,64,59,6.01,6.05,3.86
4963,0.9,62,61,6.07,6.13,3.78
4964,0.9,63.1,59,6.11,6.15,3.87
4965,0.9,63.7,58,6.09,6.12,3.89
4966,0.9,63.7,60,6.07,6.11,3.88
4967,0.91,62.8,58,6.13,6.16,3.86
4968,0.91,61.9,57,6.19,6.24,3.85
4969,0.9,58.9,61,6.27,6.36,3.72
4970,1.13,62.1,60,6.74,6.66,4.16
4971,1.51,67.8,59,7.09,7,4.78
4972,1.51,67.5,56,7.17,7.05,4.8
4973,0.73,62.6,55,5.71,5.76,3.59
4974,1.14,60,65,6.8,6.75,4.06
4975,1.15,59.6,59,6.82,6.78,4.05
4976,0.78,62.9,56,5.85,5.88,3.69
4977,0.78,61.6,55,5.91,5.94,3.65
4978,0.9,63,58,6.08,6.11,3.84
4979,0.8,61.9,56,5.93,5.96,3.69
4980,1.01,63.9,58,6.37,6.31,4.05
4981,0.7,60.9,59,5.69,5.73,3.48
4982,0.93,62.7,57,6.21,6.26,3.91
4983,1.03,62.3,57,6.48,6.43,4.02
4984,0.71,60.9,57,5.74,5.79,3.51
4985,1.01,61.5,57,6.42,6.46,3.96
4986,1.19,63.4,56,6.69,6.56,4.2
4987,1,63.2,60,6.27,6.3,3.97
4988,0.75,62,56,5.79,5.85,3.61
4989,1,65.1,60,6.19,6.1,4
4990,0.72,62.3,57,5.72,5.74,3.57
4991,1.06,61.3,60,6.59,6.52,4.02
4992,0.9,61,59,6.18,6.14,3.76
4993,0.9,63.8,58,6.13,6.09,3.9
4994,0.9,62.3,58,6.27,6.05,3.84
4995,0.9,63.6,57,6.07,6.03,3.85
4996,0.7,61.9,54.8,5.68,5.72,3.53
4997,0.58,62.2,56,5.34,5.36,3.33
4998,0.9,63.9,63,6.04,6.07,3.87
4999,1.08,63.2,59,6.4,6.57,4.1
5000,1.05,62.3,59,6.42,6.46,4.01
5001,0.87,58.8,56,6.3,6.26,3.69
5002,1.09,63.4,59,6.59,6.54,4.16
5003,0.91,61.6,60,6.14,6.1,3.77
5004,0.91,63,56,6.15,6.05,3.84
5005,1.03,57.2,59,6.66,6.63,3.8
5006,0.9,64.9,56,6.12,6.18,3.99
5007,1.03,66.4,56,6.31,6.19,4.15
5008,0.92,61.8,59,6.11,6.19,3.8
5009,0.78,61.7,55,5.89,5.94,3.65
5010,0.93,59.2,62,6.36,6.38,3.77
5011,1.02,63.3,56,6.38,6.42,4.05
5012,1.13,62.2,55,6.69,6.65,4.15
5013,1.1,59.8,61,6.7,6.65,3.99
5014,1.1,61.8,56,6.65,6.61,4.1
5015,1.52,67.7,58,7.07,7,4.76
5016,0.91,62.6,58,6.14,6.09,3.83
5017,0.9,60.4,60,6.23,6.28,3.78
5018,0.72,60.9,56,5.77,5.83,3.53
5019,0.93,63,58,6.16,6.18,3.89
5020,1.13,61.2,58,6.77,6.66,4.11
5021,0.91,58.2,61,6.58,6.41,3.77
5022,0.91,63.3,54,6.22,6.14,3.91
5023,0.74,61.7,55,5.85,5.79,3.59
5024,0.91,62.2,56,6.17,6.14,3.83
5025,0.91,62.4,57,6.22,6.18,3.87
5026,0.91,58,62,6.32,6.38,3.68
5027,0.9,62.5,60,6.09,6.13,3.82
5028,0.71,61.5,55,5.78,5.75,3.55
5029,0.92,62.6,59,6.19,6.23,3.89
5030,1.01,62.9,56,6.35,6.4,4.01
5031,1.01,61.7,60,6.34,6.4,3.93
5032,1.03,61.9,56,6.53,6.49,4.03
5033,0.63,60.9,57,5.53,5.57,3.38
5034,1.03,66.3,57,6.35,6.25,4.18
5035,1.03,62.7,62,6.43,6.38,4.02
5036,1.03,61.1,61,6.49,6.44,3.95
5037,1.03,62,60,6.47,6.41,4
5038,1.03,62,58,6.46,6.41,3.99
5039,0.9,63.8,56,5.99,5.92,3.8
5040,1.08,60.1,59,6.75,6.69,4.04
5041,0.3,60.5,58,4.3,4.36,2.62
5042,0.33,61.7,55,4.44,4.47,2.75
5043,0.4,62.6,54,4.73,4.76,2.97
5044,0.4,62.4,56,4.71,4.75,2.95
5045,0.4,62.1,53,4.75,4.78,2.96
5046,0.4,61.8,55,4.74,4.78,2.94
5047,0.31,61.4,55,4.44,4.36,2.7
5048,0.31,59,57,4.44,4.4,2.61
5049,0.31,62.3,55,4.36,4.34,2.71
5050,0.31,61.1,55,4.39,4.35,2.67
5051,0.31,63.6,57,4.33,4.32,2.75
